chunk_number;chunk_size;last_timestamp;fill_holes;min_delta;data_loss;block_loss;rate_change;invalid_delta;trigger;system_time;created_timestamp;changed_timestamp;flags;module_flags;chunk_size_bytes;history_name;history_status;history_group_ndex;history_color;history_active_row;sw-trigger_number;grid_columns;grid_rows;grid_reserved;grid_mode;grid_operation;grid_direction;grid_repetitions;grid_col_delta;grid_col_offset;grid_row_delta;grid_row_offset;grid_bandwidth;grid_center;grid_nenbw
0;1;3376870013423;0;0;0;0;0;0;0;1700259964816937;3165374265839;3376870013423;57;0;0;024 17:26:04.8167;0;0;0;0;0;0;0;0;off;replace;forward;0;0;0;0;0;nan;0;0
